pID,ChainID,ChainPosition,SocialContext,SocialContext.N,Event,EventPosition,Valence,Valence.N,Present,AmbResult,AmbResult.N,Age,Gender
31,272,3,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,F
35,405,4,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
35,405,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
35,405,3,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
35,405,1,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
38,390,1,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
48,123,1,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
55,343,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,26,F
55,343,1,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,26,F
55,343,4,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,26,F
61,36,1,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
61,36,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
64,189,3,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
66,123,2,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,48,F
85,270,3,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,M
92,305,2,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,M
93,338,4,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,F
94,273,4,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,26,F
98,102,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
108,14,2,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
110,161,1,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,F
126,37,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
126,37,3,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
129,211,1,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
131,273,2,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
133,338,3,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,37,M
144,65,2,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,22,F
149,273,3,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,58,F
153,390,2,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,F
156,131,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,M
166,390,3,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,21,F
172,0,1,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,M
183,125,1,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,26,F
186,0,3,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,23,M
191,68,1,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,22,M
192,396,1,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
192,396,3,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
192,396,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
192,396,4,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
207,189,1,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
229,62,4,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
229,62,2,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
229,62,1,Repeated Reproduction,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
237,211,2,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,29,M
245,398,2,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,M
254,211,3,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,M
270,123,4,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,25,F
285,215,3,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
292,272,1,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
305,273,1,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
312,305,1,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
315,393,2,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,26,F
328,393,1,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,20,F
343,279,2,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,30,F
346,189,4,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
350,0,2,Social Interaction,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
362,215,4,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,19,F
379,126,1,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,60,F
396,189,2,Reproduction Intent,1,Amb2,,Ambiguous,2,1,Negative Transformation,3,23,F
419,365,3,Communication Intent,0,Amb2,,Ambiguous,2,1,Negative Transformation,3,18,F
3,127,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,24,M
4,392,3,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
6,64,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,24,M
16,338,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,24,M
17,271,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,29,F
19,188,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
24,125,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,59,F
26,392,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,23,F
29,132,4,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,M
30,309,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,M
32,223,3,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
32,223,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
32,223,4,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
32,223,2,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
34,335,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
40,73,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
40,73,2,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
41,39,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,F
50,278,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
51,159,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,42,F
57,134,3,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
57,134,2,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
57,134,4,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
58,71,3,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
58,71,2,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
58,71,4,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
58,71,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
60,103,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
61,36,2,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
62,100,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
82,127,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
83,64,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
84,12,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
87,309,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,49,M
88,309,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,29,F
89,368,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
93,338,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
94,273,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,26,F
96,360,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
98,102,3,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
98,102,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
100,34,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,M
102,12,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
106,398,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
108,14,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
109,159,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,31,F
110,161,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
115,35,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,M
118,329,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,50,F
120,399,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,M
121,95,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
122,245,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,28,M
126,37,4,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
126,37,2,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
126,37,3,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
127,218,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
128,64,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,23,M
130,64,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,23,F
131,273,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
133,338,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,37,M
138,32,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,28,F
139,133,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
145,275,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
146,304,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
147,249,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
148,301,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
149,273,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,58,F
158,212,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
161,188,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
171,278,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
172,0,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,M
173,126,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,36,F
175,335,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
181,158,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
183,125,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,26,F
188,127,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,56,M
189,39,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,M
195,365,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
200,68,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
214,126,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,32,F
220,127,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,57,M
221,336,3,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
221,336,1,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
221,336,4,Repeated Reproduction,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
222,394,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,,M
230,274,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
235,183,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
240,126,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
241,334,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
244,152,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
245,398,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,M
246,152,3,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
247,1,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,F
248,338,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
249,335,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
253,304,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
274,271,3,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,44,F
277,152,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
291,278,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
300,242,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
302,365,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
304,124,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
305,273,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
309,330,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
320,245,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,M
324,275,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
325,124,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
327,188,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,36,F
329,159,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,F
335,159,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
338,301,3,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
341,275,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
342,183,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,23,F
350,0,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
353,394,1,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
358,34,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
364,69,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,21,F
366,69,4,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
375,125,4,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
378,392,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,35,F
379,126,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,60,F
380,69,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
383,32,3,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
388,301,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,M
390,185,1,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,F
393,329,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,29,F
395,129,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,25,M
398,330,2,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
405,274,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
410,33,2,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,19,F
411,335,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,M
412,68,3,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,22,F
417,91,1,Social Interaction,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,23,M
419,365,3,Communication Intent,0,Amb4,,Ambiguous,2,1,Negative Transformation,3,18,F
423,309,2,Reproduction Intent,1,Amb4,,Ambiguous,2,1,Negative Transformation,3,20,F
0,120,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
4,392,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
5,66,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
5,66,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
5,66,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
5,66,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
15,95,2,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
23,333,2,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,M
26,392,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,23,F
32,223,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
34,335,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
36,333,4,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,49,M
45,333,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
56,154,3,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,50,M
61,36,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
64,189,3,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
65,274,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,40,F
67,302,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,F
70,214,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
72,30,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
73,364,2,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
75,1,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
79,39,3,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
80,308,4,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
81,129,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,M
83,64,2,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
85,270,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,M
91,240,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,M
94,273,4,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,26,F
95,399,2,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
98,102,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
98,102,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
98,102,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
98,102,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
101,70,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,M
101,70,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,M
101,70,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,M
101,70,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,M
102,12,4,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
107,334,3,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
111,346,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
111,346,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
113,181,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,30,M
115,35,1,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,M
117,90,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
118,329,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,50,F
120,399,1,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,M
123,369,3,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
125,302,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,25,F
126,37,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
126,37,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
126,37,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
126,37,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
127,218,1,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
128,64,4,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,23,M
130,64,3,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,23,F
131,273,2,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
136,279,3,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,38,M
138,32,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,28,F
142,212,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
143,91,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,F
148,301,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
149,273,3,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,58,F
152,342,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
158,212,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
160,105,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,,
160,105,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,,
160,105,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,,
163,190,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,M
163,190,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,M
163,190,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,M
163,190,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,24,M
165,218,4,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
166,390,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
167,72,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
167,72,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
167,72,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
167,72,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
170,306,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
170,306,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
171,278,3,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
172,0,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,M
180,30,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
183,125,1,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,26,F
185,399,4,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,21,F
186,0,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,23,M
187,95,4,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
192,396,1,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
192,396,3,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
192,396,2,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
192,396,4,Repeated Reproduction,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,M
196,181,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
201,120,2,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,22,F
205,240,1,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,28,F
207,189,1,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
212,184,2,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
216,184,1,Communication Intent,0,Amb5,,Ambiguous,2,1,Negative Transformation,3,18,F
225,334,2,Reproduction Intent,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,19,F
226,181,3,Social Interaction,1,Amb5,,Ambiguous,2,1,Negative Transformation,3,20,F
